,Driver,TeamName_x,GridPosition,Finish_Position,Status,delta_to_pole,Qual_Position,Year,Location,fp2_median_pace,fp2_team_dif,fp2_deg_rate
604,ALO,Aston Martin,7.0,5.0,Finished,0.519999999999996,7.0,2023,Spielberg,,,
605,SAI,Ferrari,3.0,6.0,Finished,0.18999999999999773,3.0,2023,Spielberg,,,
606,RUS,Mercedes,11.0,7.0,Finished,1.036999999999992,11.0,2023,Spielberg,,,
607,HAM,Mercedes,5.0,8.0,Finished,0.42799999999999727,5.0,2023,Spielberg,,,
608,STR,Aston Martin,6.0,9.0,Finished,0.5019999999999953,6.0,2023,Spielberg,,,
609,GAS,Alpine,9.0,10.0,Finished,0.7789999999999964,9.0,2023,Spielberg,,,
610,ALB,Williams,10.0,11.0,Finished,1.431999999999988,10.0,2023,Spielberg,,,
611,ZHO,Alfa Romeo,17.0,12.0,Lapped,1.4269999999999925,17.0,2023,Spielberg,,,
612,SAR,Williams,18.0,13.0,Lapped,1.556999999999988,18.0,2023,Spielberg,,,
613,OCO,Alpine,12.0,14.0,Lapped,1.0619999999999976,12.0,2023,Spielberg,,,
614,BOT,Alfa Romeo,14.0,15.0,Lapped,1.2890000000000015,14.0,2023,Spielberg,,,
615,PIA,McLaren,13.0,16.0,Lapped,1.2139999999999986,13.0,2023,Spielberg,,,
616,DEV,AlphaTauri,20.0,17.0,Lapped,1.5829999999999984,20.0,2023,Spielberg,,,
617,MAG,Haas F1 Team,19.0,18.0,Lapped,1.5799999999999983,19.0,2023,Spielberg,,,
618,TSU,AlphaTauri,16.0,19.0,Lapped,1.3930000000000007,16.0,2023,Spielberg,,,
619,HUL,Haas F1 Team,8.0,20.0,Retired,0.6989999999999981,8.0,2023,Spielberg,,,
620,VER,Red Bull Racing,1.0,1.0,Finished,0.0,1.0,2023,Silverstone,93.586,-0.42900000000000205,0.41659615384615345
621,NOR,McLaren,2.0,2.0,Finished,0.24099999999999966,2.0,2023,Silverstone,93.921,-0.8029999999999973,-0.06232499999999438
622,HAM,Mercedes,7.0,3.0,Finished,0.49099999999999966,7.0,2023,Silverstone,93.901,0.15899999999999181,-1.6936615384615403
623,PIA,McLaren,3.0,4.0,Finished,0.3719999999999999,3.0,2023,Silverstone,94.724,0.8029999999999973,-0.15323618538324216
624,RUS,Mercedes,6.0,5.0,Finished,0.4350000000000023,6.0,2023,Silverstone,93.742,-0.15899999999999181,
625,PER,Red Bull Racing,15.0,6.0,Finished,3.2480000000000047,15.0,2023,Silverstone,94.015,0.42900000000000205,0.10962666666666553
626,ALO,Aston Martin,9.0,7.0,Finished,0.9390000000000072,9.0,2023,Silverstone,94.332,0.22449999999999193,0.11640606060605967
627,ALB,Williams,8.0,8.0,Finished,0.8100000000000023,8.0,2023,Silverstone,94.44,-0.2599999999999909,0.9278904653039299
628,LEC,Ferrari,4.0,9.0,Finished,0.4159999999999968,4.0,2023,Silverstone,,,
629,SAI,Ferrari,5.0,10.0,Finished,0.42799999999999727,5.0,2023,Silverstone,93.7715,,0.10678333333333052
630,SAR,Williams,14.0,11.0,Finished,2.311000000000007,14.0,2023,Silverstone,94.69999999999999,0.2599999999999909,0.13386301933361416
631,BOT,Alfa Romeo,20.0,12.0,Finished,3.078000000000003,15.0,2023,Silverstone,94.80449999999999,0.21349999999998204,1.5373183093392453
632,HUL,Haas F1 Team,11.0,13.0,Finished,2.176000000000002,11.0,2023,Silverstone,95.057,0.5259999999999962,0.6037634274640081
633,STR,Aston Martin,12.0,14.0,Finished,2.2150000000000034,12.0,2023,Silverstone,94.1075,-0.22449999999999193,0.066447368421054
634,ZHO,Alfa Romeo,17.0,15.0,Finished,3.403000000000006,17.0,2023,Silverstone,94.59100000000001,-0.21349999999998204,5.968446721311475
635,TSU,AlphaTauri,16.0,16.0,Finished,3.305000000000007,16.0,2023,Silverstone,94.65899999999999,-0.04000000000000625,-0.19980680272109058
636,DEV,AlphaTauri,18.0,17.0,Finished,3.7930000000000064,18.0,2023,Silverstone,94.699,0.04000000000000625,-0.10577456140350473
637,GAS,Alpine,10.0,18.0,Retired,0.9689999999999941,10.0,2023,Silverstone,94.286,-0.2849999999999966,0.09907474747475188
638,MAG,Haas F1 Team,19.0,19.0,Retired,5.658000000000001,19.0,2023,Silverstone,94.531,-0.5259999999999962,0.22179999999999264
639,OCO,Alpine,13.0,20.0,Retired,2.236000000000004,13.0,2023,Silverstone,94.571,0.2849999999999966,3.8147727272727256
640,VER,Red Bull Racing,2.0,1.0,Finished,0.0030000000000001137,2.0,2023,Budapest,83.24000000000001,4.135000000000005,-0.21205714285713748
641,NOR,McLaren,3.0,2.0,Finished,0.08500000000000796,3.0,2023,Budapest,83.937,0.262999999999991,-0.26217280366692025
642,PER,Red Bull Racing,9.0,3.0,Finished,0.43600000000000705,9.0,2023,Budapest,79.105,-4.135000000000005,
643,HAM,Mercedes,1.0,4.0,Finished,0.0,1.0,2023,Budapest,84.219,0.46750000000000114,0.16684642857142976
644,PIA,McLaren,4.0,5.0,Finished,0.2960000000000065,4.0,2023,Budapest,83.674,-0.262999999999991,0.7604000000000101
645,RUS,Mercedes,18.0,6.0,Finished,2.4180000000000064,18.0,2023,Budapest,83.7515,-0.46750000000000114,0.384385714285718
646,LEC,Ferrari,6.0,7.0,Finished,0.3830000000000098,6.0,2023,Budapest,83.092,-0.4819999999999993,0.10260000000000159
647,SAI,Ferrari,11.0,8.0,Finished,1.0940000000000083,11.0,2023,Budapest,83.574,0.4819999999999993,-0.10237142857142419
648,ALO,Aston Martin,8.0,9.0,Finished,0.42600000000000193,8.0,2023,Budapest,83.729,-0.1039999999999992,0.11303846153845802
649,STR,Aston Martin,14.0,10.0,Lapped,1.5350000000000108,14.0,2023,Budapest,83.833,0.1039999999999992,0.11866934523809648
650,ALB,Williams,16.0,11.0,Lapped,2.308000000000007,16.0,2023,Budapest,84.085,-0.409000000000006,0.39081428571428456
651,BOT,Alfa Romeo,7.0,12.0,Lapped,0.42500000000001137,7.0,2023,Budapest,83.1335,-0.11750000000000682,0.5285439560439531
652,RIC,AlphaTauri,13.0,13.0,Lapped,1.3930000000000007,13.0,2023,Budapest,84.002,0.16750000000000398,-0.7386240601503726
653,HUL,Haas F1 Team,10.0,14.0,Lapped,0.5770000000000124,10.0,2023,Budapest,84.7745,0.018000000000000682,0.1729426470588222
654,TSU,AlphaTauri,17.0,15.0,Lapped,2.3100000000000023,17.0,2023,Budapest,83.83449999999999,-0.16750000000000398,0.13068857142856688
655,ZHO,Alfa Romeo,5.0,16.0,Lapped,0.362000000000009,5.0,2023,Budapest,83.251,0.11750000000000682,0.021948717948718426
656,MAG,Haas F1 Team,19.0,17.0,Lapped,2.5970000000000084,19.0,2023,Budapest,84.7565,-0.018000000000000682,-0.6813578431372543
657,SAR,Williams,20.0,18.0,Retired,2.63900000000001,20.0,2023,Budapest,84.494,0.409000000000006,1.7903999999999993
658,OCO,Alpine,12.0,19.0,Retired,1.2319999999999993,12.0,2023,Budapest,83.983,0.41900000000001114,0.5243725607725597
659,GAS,Alpine,15.0,20.0,Retired,1.608000000000004,15.0,2023,Budapest,83.564,-0.41900000000001114,0.12658388278387755
660,VER,Red Bull Racing,6.0,1.0,Finished,0.0,1.0,2023,Spa-Francorchamps,,,
661,PER,Red Bull Racing,2.0,2.0,Finished,0.8769999999999953,3.0,2023,Spa-Francorchamps,,,
662,LEC,Ferrari,1.0,3.0,Finished,0.8199999999999932,2.0,2023,Spa-Francorchamps,,,
663,HAM,Mercedes,3.0,4.0,Finished,0.9189999999999969,4.0,2023,Spa-Francorchamps,,,
664,ALO,Aston Martin,9.0,5.0,Finished,1.6749999999999972,9.0,2023,Spa-Francorchamps,,,
665,RUS,Mercedes,8.0,6.0,Finished,1.6370000000000005,8.0,2023,Spa-Francorchamps,,,
666,NOR,McLaren,7.0,7.0,Finished,1.5009999999999906,7.0,2023,Spa-Francorchamps,,,
667,OCO,Alpine,14.0,8.0,Finished,10.203999999999994,15.0,2023,Spa-Francorchamps,,,
668,STR,Aston Martin,10.0,9.0,Finished,2.6729999999999876,10.0,2023,Spa-Francorchamps,,,
669,TSU,AlphaTauri,11.0,10.0,Finished,6.97999999999999,11.0,2023,Spa-Francorchamps,,,
670,GAS,Alpine,12.0,11.0,Finished,7.503,12.0,2023,Spa-Francorchamps,,,
671,BOT,Alfa Romeo,13.0,12.0,Finished,8.525999999999996,14.0,2023,Spa-Francorchamps,,,
672,ZHO,Alfa Romeo,17.0,13.0,Finished,14.663999999999987,17.0,2023,Spa-Francorchamps,,,
673,ALB,Williams,15.0,14.0,Finished,14.145999999999987,16.0,2023,Spa-Francorchamps,,,
674,MAG,Haas F1 Team,16.0,15.0,Finished,7.99199999999999,13.0,2023,Spa-Francorchamps,,,
675,RIC,AlphaTauri,19.0,16.0,Finished,15.991,19.0,2023,Spa-Francorchamps,,,
676,SAR,Williams,18.0,17.0,Finished,15.36699999999999,18.0,2023,Spa-Francorchamps,,,
677,HUL,Haas F1 Team,20.0,18.0,Finished,16.99799999999999,20.0,2023,Spa-Francorchamps,,,
678,SAI,Ferrari,4.0,19.0,Retired,0.9839999999999947,5.0,2023,Spa-Francorchamps,,,
679,PIA,McLaren,5.0,20.0,Retired,1.1969999999999885,6.0,2023,Spa-Francorchamps,,,
680,VER,Red Bull Racing,1.0,1.0,Finished,0.0,1.0,2023,Zandvoort,76.2525,-0.1595000000000084,-0.4723973934837066
681,ALO,Aston Martin,5.0,2.0,Finished,0.9390000000000072,5.0,2023,Zandvoort,76.511,-0.362000000000009,0.19139285714285573
682,GAS,Alpine,12.0,3.0,Finished,9.561000000000007,12.0,2023,Zandvoort,76.6265,0.04049999999999443,1.7826139860139856
683,PER,Red Bull Racing,7.0,4.0,Finished,1.3130000000000024,7.0,2023,Zandvoort,76.412,0.1595000000000084,1.9755246420246457
684,SAI,Ferrari,6.0,5.0,Finished,1.1870000000000118,6.0,2023,Zandvoort,76.79,-0.11099999999999,-0.624239307359306
685,HAM,Mercedes,13.0,6.0,Finished,9.584000000000003,13.0,2023,Zandvoort,76.565,0.16899999999999693,2.5385411764705914
686,NOR,McLaren,2.0,7.0,Finished,0.5370000000000061,2.0,2023,Zandvoort,76.3575,-17.904999999999987,1.8138117647058825
687,ALB,Williams,4.0,8.0,Finished,0.8520000000000039,4.0,2023,Zandvoort,76.88050000000001,0.25950000000000273,0.4299150000000025
688,PIA,McLaren,8.0,9.0,Finished,1.3710000000000093,8.0,2023,Zandvoort,94.26249999999999,17.904999999999987,10.4617
689,OCO,Alpine,16.0,10.0,Finished,11.543000000000006,17.0,2023,Zandvoort,76.586,-0.04049999999999443,1.4971160839160853
690,STR,Aston Martin,11.0,11.0,Finished,9.554000000000002,11.0,2023,Zandvoort,76.873,0.362000000000009,0.13637500000000424
691,HUL,Haas F1 Team,14.0,12.0,Finished,9.683000000000007,15.0,2023,Zandvoort,78.366,0.39000000000000057,0.7366157798723044
692,LAW,AlphaTauri,19.0,13.0,Finished,12.853000000000009,20.0,2023,Zandvoort,,,
693,BOT,Alfa Romeo,18.0,14.0,Finished,11.693000000000012,19.0,2023,Zandvoort,77.3905,-0.19149999999999068,-0.028191053391047587
694,TSU,AlphaTauri,17.0,15.0,Finished,9.663000000000011,14.0,2023,Zandvoort,77.146,-0.23499999999999943,-0.635283843581167
695,MAG,Haas F1 Team,0.0,16.0,Finished,11.625,18.0,2023,Zandvoort,77.976,-0.39000000000000057,-0.5598941176470573
696,RUS,Mercedes,3.0,17.0,Finished,0.7270000000000039,3.0,2023,Zandvoort,76.396,-0.16899999999999693,3.397146153846156
697,ZHO,Alfa Romeo,15.0,18.0,Accident,11.5,16.0,2023,Zandvoort,77.582,0.19149999999999068,3.380562500000003
698,LEC,Ferrari,9.0,19.0,Undertray,2.098000000000013,9.0,2023,Zandvoort,76.901,0.11099999999999,2.2704661654135343
699,SAR,Williams,10.0,20.0,Accident,6.181000000000012,10.0,2023,Zandvoort,76.62100000000001,-0.25950000000000273,1.0506382403376913
700,VER,Red Bull Racing,2.0,1.0,Finished,0.01300000000000523,2.0,2023,Monza,85.3115,-0.05500000000000682,
701,PER,Red Bull Racing,5.0,2.0,Finished,0.39400000000000546,5.0,2023,Monza,85.3665,0.05500000000000682,-0.049000000000005386
702,SAI,Ferrari,1.0,3.0,Finished,0.0,1.0,2023,Monza,85.97200000000001,0.39500000000001023,
703,LEC,Ferrari,3.0,4.0,Finished,0.06700000000000728,3.0,2023,Monza,85.577,-0.39500000000001023,-1.221207142857169
704,RUS,Mercedes,4.0,5.0,Finished,0.37700000000000955,4.0,2023,Monza,85.838,-0.7390000000000043,1.7990571428571396
705,HAM,Mercedes,8.0,6.0,Finished,0.5259999999999962,8.0,2023,Monza,86.577,0.7390000000000043,-0.0916785714285789
706,ALB,Williams,6.0,7.0,Finished,0.4660000000000082,6.0,2023,Monza,84.0175,-2.7025000000000006,
707,NOR,McLaren,9.0,8.0,Finished,0.6850000000000023,9.0,2023,Monza,83.184,-3.6299999999999955,
708,ALO,Aston Martin,10.0,9.0,Finished,1.1230000000000047,10.0,2023,Monza,83.031,,
709,BOT,Alfa Romeo,14.0,10.0,Finished,1.6460000000000008,14.0,2023,Monza,86.804,2.0490000000000066,
710,LAW,AlphaTauri,12.0,11.0,Finished,1.4639999999999986,12.0,2023,Monza,86.971,3.478999999999999,-2.7669000000000534
711,PIA,McLaren,7.0,12.0,Finished,0.49099999999999966,7.0,2023,Monza,86.814,3.6299999999999955,0.5809000000000204
712,SAR,Williams,15.0,13.0,Finished,1.6500000000000057,15.0,2023,Monza,86.72,2.7025000000000006,
713,ZHO,Alfa Romeo,16.0,14.0,Finished,2.0960000000000036,16.0,2023,Monza,84.755,-2.0490000000000066,
714,GAS,Alpine,17.0,15.0,Finished,2.2510000000000048,17.0,2023,Monza,86.75049999999999,-0.004500000000007276,-0.4081828571428609
715,STR,Aston Martin,20.0,16.0,Finished,2.5660000000000025,20.0,2023,Monza,,,
716,HUL,Haas F1 Team,13.0,17.0,Lapped,1.4819999999999993,13.0,2023,Monza,87.376,3.372,
717,MAG,Haas F1 Team,19.0,18.0,Lapped,2.298000000000002,19.0,2023,Monza,84.004,-3.372,
718,OCO,Alpine,18.0,19.0,Retired,2.254000000000005,18.0,2023,Monza,86.755,0.004500000000007276,-2.102900000000043
719,TSU,AlphaTauri,11.0,20.0,Did not start,1.2999999999999972,11.0,2023,Monza,83.492,-3.478999999999999,
720,SAI,Ferrari,1.0,1.0,Finished,0.0,1.0,2023,Marina Bay,98.53450000000001,0.06250000000001421,1.51000909090909
721,NOR,McLaren,4.0,2.0,Finished,0.28600000000000136,4.0,2023,Marina Bay,98.1395,-0.9125000000000085,-0.1632111111111066
722,HAM,Mercedes,5.0,3.0,Finished,0.5010000000000048,5.0,2023,Marina Bay,98.292,-0.18899999999999295,2.2583030303030314
723,LEC,Ferrari,3.0,4.0,Finished,0.07900000000000773,3.0,2023,Marina Bay,98.472,-0.06250000000001421,2.0426848484848477
724,VER,Red Bull Racing,11.0,5.0,Finished,1.1890000000000072,11.0,2023,Marina Bay,98.579,0.5299999999999869,2.7776166666666677
725,GAS,Alpine,12.0,6.0,Finished,1.2900000000000063,12.0,2023,Marina Bay,98.8305,-0.49150000000000205,3.1600727272727323
726,PIA,McLaren,17.0,7.0,Finished,1.9180000000000064,17.0,2023,Marina Bay,99.052,0.9125000000000085,1.7983214285714257
727,PER,Red Bull Racing,13.0,8.0,Finished,1.3260000000000076,13.0,2023,Marina Bay,98.049,-0.5299999999999869,0.573611111111113
728,LAW,AlphaTauri,10.0,9.0,Finished,1.284000000000006,10.0,2023,Marina Bay,99.184,0.4410000000000025,2.2738866554054065
729,MAG,Haas F1 Team,6.0,10.0,Finished,0.5910000000000082,6.0,2023,Marina Bay,99.888,0.2980000000000018,0.8797999999999974
730,ALB,Williams,14.0,11.0,Finished,2.7349999999999994,14.0,2023,Marina Bay,96.68,-3.539999999999992,
731,ZHO,Alfa Romeo,19.0,12.0,Finished,2.274000000000001,19.0,2023,Marina Bay,99.60400000000001,0.5550000000000068,2.307017857142859
732,HUL,Haas F1 Team,9.0,13.0,Finished,0.8240000000000123,9.0,2023,Marina Bay,99.59,-0.2980000000000018,1.3133928571428584
733,SAR,Williams,18.0,14.0,Finished,2.2680000000000007,18.0,2023,Marina Bay,100.22,3.539999999999992,1.1934066666666712
734,ALO,Aston Martin,7.0,15.0,Finished,0.6310000000000002,7.0,2023,Marina Bay,98.1425,-0.5195000000000078,1.4950807692307717
735,RUS,Mercedes,2.0,16.0,Retired,0.07200000000000273,2.0,2023,Marina Bay,98.481,0.18899999999999295,2.9018095176010403
736,BOT,Alfa Romeo,16.0,17.0,Retired,1.8250000000000028,16.0,2023,Marina Bay,99.049,-0.5550000000000068,1.3430028011204536
737,OCO,Alpine,8.0,18.0,Retired,0.6890000000000072,8.0,2023,Marina Bay,99.322,0.49150000000000205,1.7599818181818165
738,TSU,AlphaTauri,15.0,19.0,Retired,1.007000000000005,15.0,2023,Marina Bay,98.743,-0.4410000000000025,1.162571491228066
739,STR,Aston Martin,,,Withdrew,2.413000000000011,20.0,2023,Marina Bay,98.662,0.5195000000000078,0.9225439560439551
740,VER,Red Bull Racing,1.0,1.0,Finished,0.0,1.0,2023,Suzuka,97.458,-0.3340000000000032,0.711964285714289
741,NOR,McLaren,3.0,2.0,Finished,0.6159999999999997,3.0,2023,Suzuka,97.844,-0.4230000000000018,0.16515000000000235
742,PIA,McLaren,2.0,3.0,Finished,0.5810000000000031,2.0,2023,Suzuka,98.267,0.4230000000000018,0.6524285714285731
743,LEC,Ferrari,4.0,4.0,Finished,0.6650000000000063,4.0,2023,Suzuka,97.75049999999999,-0.1395000000000124,0.619452380952381
744,HAM,Mercedes,7.0,5.0,Finished,1.031000000000006,7.0,2023,Suzuka,93.889,-4.299000000000007,-0.062099999999997366
745,SAI,Ferrari,6.0,6.0,Finished,0.972999999999999,6.0,2023,Suzuka,97.89,0.1395000000000124,0.47291666666667037
746,RUS,Mercedes,8.0,7.0,Finished,1.3419999999999987,8.0,2023,Suzuka,98.188,4.299000000000007,0.27453571428571194
747,ALO,Aston Martin,10.0,8.0,Finished,1.683000000000007,10.0,2023,Suzuka,98.369,0.030000000000001137,0.2418500000000044
748,OCO,Alpine,14.0,9.0,Finished,1.7090000000000032,14.0,2023,Suzuka,99.292,0.4159999999999968,-0.008642857142855082
749,GAS,Alpine,12.0,10.0,Finished,1.632000000000005,12.0,2023,Suzuka,98.876,-0.4159999999999968,0.08624999999999947
750,LAW,AlphaTauri,11.0,11.0,Lapped,1.6310000000000002,11.0,2023,Suzuka,98.549,-0.3984999999999843,0.21854285714285618
751,TSU,AlphaTauri,9.0,12.0,Lapped,1.426000000000002,9.0,2023,Suzuka,98.94749999999999,0.3984999999999843,-0.33723626373625726
752,ZHO,Alfa Romeo,19.0,13.0,Lapped,2.521000000000001,19.0,2023,Suzuka,94.2985,-4.070499999999996,0.6565000000000244
753,HUL,Haas F1 Team,18.0,14.0,Lapped,2.4220000000000113,18.0,2023,Suzuka,99.07499999999999,-0.3935000000000173,-1.2623038461538452
754,MAG,Haas F1 Team,15.0,15.0,Lapped,1.788000000000011,15.0,2023,Suzuka,99.4685,0.3935000000000173,0.24471428571428366
755,ALB,Williams,13.0,16.0,Retired,1.6600000000000108,13.0,2023,Suzuka,99.004,-0.21099999999999852,0.34952380952381157
756,SAR,Williams,20.0,17.0,Retired,,20.0,2023,Suzuka,99.215,0.21099999999999852,0.2986363636363662
757,STR,Aston Martin,17.0,18.0,Retired,2.304000000000002,17.0,2023,Suzuka,98.339,-0.030000000000001137,0.12350000000000089
758,PER,Red Bull Racing,5.0,19.0,Retired,0.7730000000000103,5.0,2023,Suzuka,97.792,0.3340000000000032,0.2251909090909131
759,BOT,Alfa Romeo,16.0,20.0,Retired,2.1720000000000113,16.0,2023,Suzuka,98.369,4.070499999999996,1.7749587301587362
760,VER,Red Bull Racing,1.0,1.0,Finished,0.0,1.0,2023,Lusail,,,
761,PIA,McLaren,6.0,2.0,Finished,0.7620000000000005,6.0,2023,Lusail,,,
762,NOR,McLaren,10.0,3.0,Finished,0.9069999999999965,10.0,2023,Lusail,,,
763,RUS,Mercedes,2.0,4.0,Finished,0.4409999999999883,2.0,2023,Lusail,,,
764,LEC,Ferrari,5.0,5.0,Finished,0.6460000000000008,5.0,2023,Lusail,,,
765,ALO,Aston Martin,4.0,6.0,Finished,0.590999999999994,4.0,2023,Lusail,,,
766,OCO,Alpine,8.0,7.0,Finished,0.9849999999999994,8.0,2023,Lusail,,,
767,BOT,Alfa Romeo,9.0,8.0,Finished,1.2800000000000011,9.0,2023,Lusail,,,
768,ZHO,Alfa Romeo,19.0,9.0,Finished,3.6539999999999964,20.0,2023,Lusail,,,
769,PER,Red Bull Racing,20.0,10.0,Finished,1.6839999999999975,13.0,2023,Lusail,,,
770,STR,Aston Martin,16.0,11.0,Finished,2.566999999999993,17.0,2023,Lusail,,,
771,GAS,Alpine,7.0,12.0,Finished,0.7749999999999915,7.0,2023,Lusail,,,
772,ALB,Williams,13.0,13.0,Finished,1.9289999999999878,14.0,2023,Lusail,,,
773,MAG,Haas F1 Team,18.0,14.0,Lapped,3.2680000000000007,19.0,2023,Lusail,,,
774,TSU,AlphaTauri,11.0,15.0,Lapped,1.5229999999999961,11.0,2023,Lusail,,,
775,HUL,Haas F1 Team,14.0,16.0,Lapped,2.0049999999999955,15.0,2023,Lusail,,,
776,LAW,AlphaTauri,17.0,17.0,Lapped,2.8569999999999993,18.0,2023,Lusail,,,
777,SAR,Williams,15.0,18.0,Retired,2.431999999999988,16.0,2023,Lusail,,,
778,HAM,Mercedes,3.0,19.0,Retired,0.527000000000001,3.0,2023,Lusail,,,
779,SAI,Ferrari,12.0,20.0,Did not start,1.5499999999999972,12.0,2023,Lusail,,,
780,VER,Red Bull Racing,6.0,1.0,Finished,0.3580000000000041,6.0,2023,Austin,,,
781,NOR,McLaren,2.0,2.0,Finished,0.12999999999999545,2.0,2023,Austin,,,
782,SAI,Ferrari,4.0,3.0,Finished,0.2219999999999942,4.0,2023,Austin,,,
783,PER,Red Bull Racing,9.0,4.0,Finished,0.45000000000000284,9.0,2023,Austin,,,
784,RUS,Mercedes,5.0,5.0,Finished,0.35599999999999454,5.0,2023,Austin,,,
785,GAS,Alpine,7.0,6.0,Finished,0.36599999999999966,7.0,2023,Austin,,,
786,STR,Aston Martin,20.0,7.0,Finished,1.8659999999999997,19.0,2023,Austin,,,
787,TSU,AlphaTauri,11.0,8.0,Finished,0.9740000000000038,11.0,2023,Austin,,,
788,ALB,Williams,15.0,9.0,Finished,1.5919999999999987,18.0,2023,Austin,,,
789,SAR,Williams,16.0,10.0,Finished,2.103999999999999,20.0,2023,Austin,,,
790,HUL,Haas F1 Team,18.0,11.0,Finished,1.5120000000000005,16.0,2023,Austin,,,
791,BOT,Alfa Romeo,13.0,12.0,Finished,1.1350000000000051,13.0,2023,Austin,,,
792,ZHO,Alfa Romeo,12.0,13.0,Lapped,0.9749999999999943,12.0,2023,Austin,,,
793,MAG,Haas F1 Team,17.0,14.0,Lapped,1.1569999999999965,14.0,2023,Austin,,,
794,RIC,AlphaTauri,14.0,15.0,Lapped,1.2510000000000048,15.0,2023,Austin,,,
795,ALO,Aston Martin,19.0,16.0,Retired,1.5450000000000017,17.0,2023,Austin,,,
796,PIA,McLaren,10.0,17.0,Retired,0.7439999999999998,10.0,2023,Austin,,,
797,OCO,Alpine,8.0,18.0,Retired,0.4309999999999974,8.0,2023,Austin,,,
798,HAM,Mercedes,3.0,19.0,Disqualified,0.1389999999999958,3.0,2023,Austin,,,
799,LEC,Ferrari,1.0,20.0,Disqualified,0.0,1.0,2023,Austin,,,
800,VER,Red Bull Racing,3.0,1.0,Finished,0.09700000000000841,3.0,2023,Mexico City,83.255,-0.05500000000000682,-0.05453333333332995
801,HAM,Mercedes,6.0,2.0,Finished,0.2879999999999967,6.0,2023,Mexico City,84.203,0.7010000000000076,-0.7984043083900167
802,LEC,Ferrari,1.0,3.0,Finished,0.0,1.0,2023,Mexico City,84.471,0.671999999999997,0.5525040178571439
803,SAI,Ferrari,2.0,4.0,Finished,0.06700000000000728,2.0,2023,Mexico City,83.799,-0.671999999999997,0.9924821862348222
804,NOR,McLaren,17.0,5.0,Finished,4.388000000000005,19.0,2023,Mexico City,83.019,-0.7504999999999882,-0.13325599999999888
805,RUS,Mercedes,8.0,6.0,Finished,0.5080000000000098,8.0,2023,Mexico City,83.502,-0.7010000000000076,0.2912218487394976
806,RIC,AlphaTauri,4.0,7.0,Finished,0.21600000000000819,4.0,2023,Mexico City,84.496,-0.034000000000006025,0.13690303030303025
807,PIA,McLaren,7.0,8.0,Finished,0.45700000000000784,7.0,2023,Mexico City,83.7695,0.7504999999999882,0.07753571428571958
808,ALB,Williams,14.0,9.0,Finished,1.9810000000000088,14.0,2023,Mexico City,83.224,-0.8289999999999935,2.463376190476191
809,OCO,Alpine,15.0,10.0,Finished,1.9140000000000015,16.0,2023,Mexico City,83.76599999999999,-0.21300000000000807,-0.10546153846153672
810,GAS,Alpine,11.0,11.0,Finished,1.355000000000004,11.0,2023,Mexico City,83.979,0.21300000000000807,-0.8207730158730161
