,Driver,TeamName_x,GridPosition,Finish_Position,Status,delta_to_pole,Qual_Position,Year,Location,fp2_median_pace,fp2_team_dif,fp2_deg_rate
1406,HAD,Racing Bulls,7.0,8.0,Finished,0.5859999999999985,7.0,2025,Suzuka,,,
1407,ALB,Williams,9.0,9.0,Finished,0.6319999999999908,9.0,2025,Suzuka,,,
1408,BEA,Haas F1 Team,10.0,10.0,Finished,0.8840000000000003,10.0,2025,Suzuka,,,
1409,ALO,Aston Martin,12.0,11.0,Finished,0.9140000000000015,13.0,2025,Suzuka,,,
1410,TSU,Red Bull Racing,14.0,12.0,Finished,1.016999999999996,15.0,2025,Suzuka,,,
1411,GAS,Alpine,11.0,13.0,Finished,0.8389999999999986,11.0,2025,Suzuka,,,
1412,SAI,Williams,15.0,14.0,Finished,0.8529999999999944,12.0,2025,Suzuka,,,
1413,DOO,Alpine,19.0,15.0,Finished,1.8939999999999912,19.0,2025,Suzuka,,,
1414,HUL,Kick Sauber,16.0,16.0,Finished,1.586999999999989,16.0,2025,Suzuka,,,
1415,LAW,Racing Bulls,13.0,17.0,Finished,0.9230000000000018,14.0,2025,Suzuka,,,
1416,OCO,Haas F1 Team,18.0,18.0,Finished,1.7129999999999939,18.0,2025,Suzuka,,,
1417,BOR,Kick Sauber,17.0,19.0,Finished,1.6389999999999958,17.0,2025,Suzuka,,,
1418,STR,Aston Martin,20.0,20.0,Lapped,2.2879999999999967,20.0,2025,Suzuka,,,
1419,PIA,McLaren,1.0,1.0,Finished,0.0,1.0,2025,Sakhir,97.741,-1.1569999999999965,2.136782395177132
1420,RUS,Mercedes,3.0,2.0,Finished,0.16800000000000637,2.0,2025,Sakhir,98.2675,-0.6075000000000017,0.23804545454545478
1421,NOR,McLaren,6.0,3.0,Finished,0.42600000000000193,6.0,2025,Sakhir,98.898,1.1569999999999965,1.6323333333333399
1422,LEC,Ferrari,2.0,4.0,Finished,0.3340000000000032,3.0,2025,Sakhir,98.345,-0.4170000000000016,2.6041575757575774
1423,HAM,Ferrari,9.0,5.0,Finished,0.9310000000000116,9.0,2025,Sakhir,98.762,0.4170000000000016,0.4079000000000027
1424,VER,Red Bull Racing,7.0,6.0,Finished,0.5820000000000078,7.0,2025,Sakhir,99.1675,-0.6184999999999974,0.8051367647058848
1425,GAS,Alpine,4.0,7.0,Finished,0.375,5.0,2025,Sakhir,99.32,-0.20000000000000284,2.2594166666666693
1426,OCO,Haas F1 Team,14.0,8.0,Finished,1.7530000000000001,14.0,2025,Sakhir,99.2445,-0.26549999999998875,2.328856524427955
1427,TSU,Red Bull Racing,10.0,9.0,Finished,1.4620000000000033,10.0,2025,Sakhir,99.786,0.6184999999999974,1.5809825174825196
1428,BEA,Haas F1 Team,20.0,10.0,Finished,2.5320000000000107,20.0,2025,Sakhir,99.50999999999999,0.26549999999998875,0.9679065934065966
1429,ANT,Mercedes,5.0,11.0,Finished,0.3719999999999999,4.0,2025,Sakhir,98.875,0.6075000000000017,0.1788636363636359
1430,ALB,Williams,15.0,12.0,Finished,2.1990000000000123,15.0,2025,Sakhir,98.26050000000001,-1.5634999999999906,1.2578771153929063
1431,HAD,Racing Bulls,12.0,13.0,Finished,1.4300000000000068,12.0,2025,Sakhir,99.11,-0.6419999999999959,0.145254545454542
1432,DOO,Alpine,11.0,14.0,Finished,1.4040000000000106,11.0,2025,Sakhir,99.52,0.20000000000000284,1.5241727272727261
1433,ALO,Aston Martin,13.0,15.0,Finished,2.0450000000000017,13.0,2025,Sakhir,97.022,-2.559999999999988,0.0031428571428603453
1434,LAW,Racing Bulls,17.0,16.0,Finished,2.3240000000000123,17.0,2025,Sakhir,99.752,0.6419999999999959,1.4970989010989024
1435,STR,Aston Martin,19.0,17.0,Finished,2.4420000000000073,19.0,2025,Sakhir,99.582,2.559999999999988,1.6203671328671312
1436,BOR,Kick Sauber,18.0,18.0,Finished,2.345000000000013,18.0,2025,Sakhir,99.411,-0.09999999999999432,0.13645000000000324
1437,SAI,Williams,8.0,19.0,Retired,0.8390000000000128,8.0,2025,Sakhir,99.824,1.5634999999999906,3.700549999999998
1438,HUL,Kick Sauber,16.0,20.0,Disqualified,2.225999999999999,16.0,2025,Sakhir,99.511,0.09999999999999432,2.163716666666668
1439,PIA,McLaren,2.0,1.0,Finished,0.010000000000005116,2.0,2025,Jeddah,93.8275,4.075000000000003,1.8472142857142817
1440,VER,Red Bull Racing,1.0,2.0,Finished,0.0,1.0,2025,Jeddah,94.917,4.641999999999996,0.17495238095237559
1441,LEC,Ferrari,4.0,3.0,Finished,0.3760000000000048,4.0,2025,Jeddah,106.4745,13.138000000000005,
1442,NOR,McLaren,10.0,4.0,Finished,0.1869999999999976,10.0,2025,Jeddah,89.7525,-4.075000000000003,2.5849285714285735
1443,RUS,Mercedes,3.0,5.0,Finished,0.11299999999999955,3.0,2025,Jeddah,94.808,4.81750000000001,
1444,ANT,Mercedes,5.0,6.0,Finished,0.5720000000000027,5.0,2025,Jeddah,89.9905,-4.81750000000001,-0.25120560747663445
1445,HAM,Ferrari,7.0,7.0,Finished,0.9069999999999965,7.0,2025,Jeddah,93.3365,-13.138000000000005,2.0504761904762017
1446,SAI,Williams,6.0,8.0,Finished,0.8700000000000045,6.0,2025,Jeddah,95.336,0.1979999999999933,0.3153000000000017
1447,ALB,Williams,11.0,9.0,Finished,0.8149999999999977,11.0,2025,Jeddah,95.138,-0.1979999999999933,
1448,HAD,Racing Bulls,14.0,10.0,Finished,1.1240000000000094,14.0,2025,Jeddah,90.41499999999999,-0.7560000000000144,
1449,ALO,Aston Martin,13.0,11.0,Finished,1.0090000000000003,13.0,2025,Jeddah,90.793,-0.023499999999998522,
1450,LAW,Racing Bulls,12.0,12.0,Finished,0.8970000000000056,12.0,2025,Jeddah,91.171,0.7560000000000144,
1451,BEA,Haas F1 Team,15.0,13.0,Finished,1.3539999999999992,15.0,2025,Jeddah,90.60650000000001,-1.0744999999999862,
1452,OCO,Haas F1 Team,19.0,14.0,Finished,1.7980000000000018,19.0,2025,Jeddah,91.681,1.0744999999999862,
1453,HUL,Kick Sauber,18.0,15.0,Lapped,1.4879999999999995,18.0,2025,Jeddah,94.952,,
1454,STR,Aston Martin,16.0,16.0,Lapped,1.350999999999999,16.0,2025,Jeddah,90.8165,0.023499999999998522,
1455,DOO,Alpine,17.0,17.0,Lapped,1.4450000000000074,17.0,2025,Jeddah,95.1805,0.5449999999999875,
1456,BOR,Kick Sauber,20.0,18.0,Lapped,2.1680000000000064,20.0,2025,Jeddah,,,
1457,TSU,Red Bull Racing,8.0,19.0,Retired,0.9099999999999966,8.0,2025,Jeddah,90.275,-4.641999999999996,
1458,GAS,Alpine,9.0,20.0,Retired,1.0730000000000075,9.0,2025,Jeddah,94.63550000000001,-0.5449999999999875,7.7295000000000025
1459,PIA,McLaren,4.0,1.0,Finished,0.17100000000000648,4.0,2025,Miami Gardens,,,
1460,NOR,McLaren,2.0,2.0,Finished,0.06500000000001194,2.0,2025,Miami Gardens,,,
1461,RUS,Mercedes,5.0,3.0,Finished,0.1810000000000116,5.0,2025,Miami Gardens,,,
1462,VER,Red Bull Racing,1.0,4.0,Finished,0.0,1.0,2025,Miami Gardens,,,
1463,ALB,Williams,7.0,5.0,Finished,0.47800000000000864,7.0,2025,Miami Gardens,,,
1464,ANT,Mercedes,3.0,6.0,Finished,0.06700000000000728,3.0,2025,Miami Gardens,,,
1465,LEC,Ferrari,8.0,7.0,Finished,0.5500000000000114,8.0,2025,Miami Gardens,,,
1466,HAM,Ferrari,12.0,8.0,Finished,0.8020000000000067,12.0,2025,Miami Gardens,,,
1467,SAI,Williams,6.0,9.0,Finished,0.3650000000000091,6.0,2025,Miami Gardens,,,
1468,TSU,Red Bull Racing,10.0,10.0,Finished,0.7390000000000043,10.0,2025,Miami Gardens,,,
1469,HAD,Racing Bulls,11.0,11.0,Finished,0.7830000000000013,11.0,2025,Miami Gardens,,,
1470,OCO,Haas F1 Team,9.0,12.0,Finished,0.6200000000000045,9.0,2025,Miami Gardens,,,
1471,GAS,Alpine,20.0,13.0,Finished,1.5060000000000002,18.0,2025,Miami Gardens,,,
1472,HUL,Kick Sauber,16.0,14.0,Lapped,1.2690000000000055,16.0,2025,Miami Gardens,,,
1473,ALO,Aston Martin,17.0,15.0,Lapped,1.4000000000000057,17.0,2025,Miami Gardens,,,
1474,STR,Aston Martin,18.0,16.0,Lapped,1.6260000000000048,19.0,2025,Miami Gardens,,,
1475,LAW,Racing Bulls,15.0,17.0,Retired,1.159000000000006,15.0,2025,Miami Gardens,,,
1476,BOR,Kick Sauber,13.0,18.0,Retired,0.9470000000000027,13.0,2025,Miami Gardens,,,
1477,BEA,Haas F1 Team,19.0,19.0,Retired,1.7950000000000017,20.0,2025,Miami Gardens,,,
1478,DOO,Alpine,14.0,20.0,Retired,0.9820000000000135,14.0,2025,Miami Gardens,,,
1479,VER,Red Bull Racing,2.0,1.0,Finished,0.033999999999991815,2.0,2025,Imola,80.595,-0.3064999999999998,0.011166666666669534
1480,NOR,McLaren,4.0,2.0,Finished,0.2920000000000016,4.0,2025,Imola,80.0955,0.1844999999999999,1.4221877551020412
1481,PIA,McLaren,1.0,3.0,Finished,0.0,1.0,2025,Imola,79.911,-0.1844999999999999,-0.29242032967033316
1482,HAM,Ferrari,12.0,4.0,Finished,1.0949999999999989,12.0,2025,Imola,80.455,0.3100000000000023,2.0758879418886167
1483,ALB,Williams,7.0,5.0,Finished,0.8029999999999973,7.0,2025,Imola,80.862,0.46349999999998204,-0.543144957983189
1484,LEC,Ferrari,11.0,6.0,Finished,0.9339999999999975,11.0,2025,Imola,80.145,-0.3100000000000023,1.8006065286065274
1485,RUS,Mercedes,3.0,7.0,Finished,0.13700000000000045,3.0,2025,Imola,80.649,0.4095000000000084,0.056309090909090635
1486,SAI,Williams,6.0,8.0,Finished,0.7620000000000005,6.0,2025,Imola,80.39850000000001,-0.46349999999998204,-1.7974374999999927
1487,HAD,Racing Bulls,9.0,9.0,Finished,1.0759999999999934,9.0,2025,Imola,80.255,1.200499999999991,-0.5261071428571412
1488,TSU,Red Bull Racing,20.0,10.0,Finished,,20.0,2025,Imola,80.9015,0.3064999999999998,-1.3867264123040484
1489,ALO,Aston Martin,5.0,11.0,Finished,0.7609999999999957,5.0,2025,Imola,86.994,6.399000000000001,-1.2623428571428552
1490,HUL,Kick Sauber,17.0,12.0,Finished,1.847999999999999,17.0,2025,Imola,80.857,0.043000000000006366,-0.3658952380952359
1491,GAS,Alpine,10.0,13.0,Finished,1.1170000000000044,10.0,2025,Imola,80.63550000000001,-0.24099999999998545,0.011418181818183354
1492,LAW,Racing Bulls,15.0,14.0,Finished,1.7090000000000032,16.0,2025,Imola,79.0545,-1.200499999999991,
1493,STR,Aston Martin,8.0,15.0,Finished,0.9110000000000014,8.0,2025,Imola,80.595,-6.399000000000001,-0.014377777777764326
1494,COL,Alpine,16.0,16.0,Finished,1.5859999999999985,15.0,2025,Imola,80.8765,0.24099999999998545,0.4049999999999996
1495,BEA,Haas F1 Team,19.0,17.0,Finished,2.2480000000000047,19.0,2025,Imola,80.992,2.3100000000000023,-0.025278787878786613
1496,BOR,Kick Sauber,14.0,18.0,Finished,1.5900000000000034,14.0,2025,Imola,80.814,-0.043000000000006366,0.27321428571428197
1497,ANT,Mercedes,13.0,19.0,Retired,1.1020000000000039,13.0,2025,Imola,80.23949999999999,-0.4095000000000084,-0.011785714285711011
1498,OCO,Haas F1 Team,18.0,20.0,Retired,1.9429999999999978,18.0,2025,Imola,78.682,-2.3100000000000023,
1499,NOR,McLaren,1.0,1.0,Finished,0.0,1.0,2025,Monaco,74.788,0.3329999999999984,2.6679764828738546
1500,LEC,Ferrari,2.0,2.0,Finished,0.10900000000000887,2.0,2025,Monaco,74.033,-0.9059999999999917,0.05202395964690745
1501,PIA,McLaren,3.0,3.0,Finished,0.17500000000001137,3.0,2025,Monaco,74.455,-0.3329999999999984,5.504635714285695
1502,VER,Red Bull Racing,4.0,4.0,Finished,0.7150000000000034,5.0,2025,Monaco,76.84100000000001,0.6550000000000011,2.7019122340425494
1503,HAM,Ferrari,7.0,5.0,Finished,0.4280000000000115,4.0,2025,Monaco,74.939,0.9059999999999917,-0.16512857142857507
1504,HAD,Racing Bulls,5.0,6.0,Lapped,0.9690000000000083,6.0,2025,Monaco,73.521,-3.066999999999993,-0.22814835164834882
1505,OCO,Haas F1 Team,8.0,7.0,Lapped,0.9879999999999995,8.0,2025,Monaco,76.924,1.0060000000000002,2.06551841725526
1506,LAW,Racing Bulls,9.0,8.0,Lapped,1.1750000000000114,9.0,2025,Monaco,76.588,3.066999999999993,3.158255449468558
1507,ALB,Williams,10.0,9.0,Lapped,1.2590000000000003,10.0,2025,Monaco,75.931,0.1634999999999991,1.8563745098039235
1508,SAI,Williams,11.0,10.0,Lapped,1.4080000000000013,11.0,2025,Monaco,75.7675,-0.1634999999999991,3.8444852549090234
1509,RUS,Mercedes,14.0,11.0,Lapped,1.5530000000000115,14.0,2025,Monaco,75.86,0.6135000000000019,2.4494876476906553
1510,BEA,Haas F1 Team,20.0,12.0,Lapped,2.0250000000000057,17.0,2025,Monaco,75.918,-1.0060000000000002,1.3849978637919822
1511,COL,Alpine,18.0,13.0,Lapped,2.6430000000000007,20.0,2025,Monaco,75.769,0.5024999999999977,2.0053263929053395
1512,BOR,Kick Sauber,16.0,14.0,Lapped,1.9480000000000075,16.0,2025,Monaco,75.867,0.3785000000000025,7.915642857142857
1513,STR,Aston Martin,19.0,15.0,Lapped,2.609000000000009,19.0,2025,Monaco,75.402,-1.599499999999992,0.8408541666666651
1514,HUL,Kick Sauber,13.0,16.0,Lapped,1.6420000000000101,13.0,2025,Monaco,75.4885,-0.3785000000000025,0.16595946524064395
1515,TSU,Red Bull Racing,12.0,17.0,Lapped,1.4610000000000127,12.0,2025,Monaco,76.186,-0.6550000000000011,-0.4259000512295068
1516,ANT,Mercedes,15.0,18.0,Lapped,1.926000000000002,15.0,2025,Monaco,75.2465,-0.6135000000000019,3.7150844611528755
1517,ALO,Aston Martin,6.0,19.0,Retired,0.9700000000000131,7.0,2025,Monaco,77.0015,1.599499999999992,5.386665648286137
1518,GAS,Alpine,17.0,20.0,Retired,2.0400000000000063,18.0,2025,Monaco,75.26650000000001,-0.5024999999999977,2.6314464697096316
1519,PIA,McLaren,1.0,1.0,Finished,0.0,1.0,2025,Barcelona,81.021,0.9200000000000017,0.12032747252747303
1520,NOR,McLaren,2.0,2.0,Finished,0.20899999999998897,2.0,2025,Barcelona,80.101,-0.9200000000000017,1.919830952380954
1521,LEC,Ferrari,7.0,3.0,Finished,0.5849999999999937,7.0,2025,Barcelona,80.3935,-0.039500000000003865,-0.08143749999999685
1522,RUS,Mercedes,4.0,4.0,Finished,0.3019999999999925,4.0,2025,Barcelona,80.8185,-0.2179999999999893,0.04320833333333286
1523,HUL,Kick Sauber,15.0,5.0,Finished,1.6439999999999912,16.0,2025,Barcelona,80.557,-0.42499999999999716,0.08293356643356593
1524,HAM,Ferrari,5.0,6.0,Finished,0.4989999999999952,5.0,2025,Barcelona,80.433,0.039500000000003865,3.241304761904764
1525,HAD,Racing Bulls,9.0,7.0,Finished,0.7059999999999889,9.0,2025,Barcelona,80.975,0.38749999999998863,0.06066363636363465
1526,GAS,Alpine,8.0,8.0,Finished,0.6529999999999916,8.0,2025,Barcelona,80.286,-0.4140000000000015,2.8832179487179506
1527,ALO,Aston Martin,10.0,9.0,Finished,0.7379999999999995,10.0,2025,Barcelona,80.975,0.24199999999999022,-0.3321991596638631
1528,VER,Red Bull Racing,3.0,10.0,Finished,0.3019999999999925,3.0,2025,Barcelona,79.961,-0.8509999999999991,1.9319903799903797
1529,LAW,Racing Bulls,13.0,11.0,Finished,1.2169999999999987,13.0,2025,Barcelona,80.5875,-0.38749999999998863,1.4160000000000035
1530,BOR,Kick Sauber,12.0,12.0,Finished,1.2099999999999937,12.0,2025,Barcelona,80.982,0.42499999999999716,0.17694545454545693
1531,TSU,Red Bull Racing,19.0,13.0,Finished,1.8389999999999986,20.0,2025,Barcelona,80.812,0.8509999999999991,2.435741666666667
1532,SAI,Williams,17.0,14.0,Finished,1.6569999999999965,18.0,2025,Barcelona,80.96000000000001,-0.046999999999997044,0.46524542414108
1533,COL,Alpine,18.0,15.0,Finished,1.7879999999999967,19.0,2025,Barcelona,80.7,0.4140000000000015,2.57228333333333
1534,OCO,Haas F1 Team,16.0,16.0,Finished,1.654999999999987,17.0,2025,Barcelona,81.786,0.09149999999999636,-0.013849999999997697
1535,BEA,Haas F1 Team,14.0,17.0,Finished,1.7689999999999912,15.0,2025,Barcelona,81.6945,-0.09149999999999636,2.52316363636364
1536,ANT,Mercedes,6.0,18.0,Retired,0.5649999999999977,6.0,2025,Barcelona,81.03649999999999,0.2179999999999893,0.08918928571428522
1537,ALB,Williams,11.0,19.0,Retired,1.0949999999999989,11.0,2025,Barcelona,81.007,0.046999999999997044,1.449238111888113
1538,RUS,Mercedes,1.0,1.0,Finished,0.0,1.0,2025,Montréal,76.57249999999999,0.07149999999998613,0.009101470588234519
1539,VER,Red Bull Racing,2.0,2.0,Finished,0.1599999999999966,2.0,2025,Montréal,76.51650000000001,-1.4764999999999873,4.081263736263735
1540,ANT,Mercedes,4.0,3.0,Finished,0.49200000000000443,4.0,2025,Montréal,76.501,-0.07149999999998613,0.936614407814408
1541,PIA,McLaren,3.0,4.0,Finished,0.22100000000000364,3.0,2025,Montréal,76.743,0.1599999999999966,-0.19307032309607297
1542,LEC,Ferrari,8.0,5.0,Finished,0.7830000000000013,8.0,2025,Montréal,,,
1543,HAM,Ferrari,5.0,6.0,Finished,0.6269999999999953,5.0,2025,Montréal,77.305,,0.46911958629605754
1544,ALO,Aston Martin,6.0,7.0,Finished,0.6869999999999976,6.0,2025,Montréal,77.888,,-1.138763157894738
1545,HUL,Kick Sauber,11.0,8.0,Finished,1.284000000000006,13.0,2025,Montréal,76.969,-0.7425000000000068,-0.02906714175654784
1546,OCO,Haas F1 Team,14.0,9.0,Lapped,1.7349999999999994,15.0,2025,Montréal,77.093,-0.06499999999999773,0.19141140215716754
1547,SAI,Williams,16.0,10.0,Lapped,1.4989999999999952,17.0,2025,Montréal,77.299,0.12050000000000693,0.029861884411886044
1548,BEA,Haas F1 Team,13.0,11.0,Lapped,1.4410000000000025,14.0,2025,Montréal,77.158,0.06499999999999773,3.069970399941929
1549,TSU,Red Bull Racing,18.0,12.0,Lapped,1.203000000000003,11.0,2025,Montréal,77.993,1.4764999999999873,-0.4684518858800797
1550,COL,Alpine,10.0,13.0,Lapped,1.242999999999995,12.0,2025,Montréal,77.27250000000001,0.2195000000000107,2.127708333333333
1551,BOR,Kick Sauber,15.0,14.0,Lapped,1.4860000000000042,16.0,2025,Montréal,77.7115,0.7425000000000068,-0.1061864544100924
1552,GAS,Alpine,20.0,15.0,Lapped,1.7680000000000007,20.0,2025,Montréal,77.053,-0.2195000000000107,-0.9527965367965304
1553,HAD,Racing Bulls,12.0,16.0,Lapped,0.9680000000000035,9.0,2025,Montréal,77.297,-0.3440000000000083,-0.15068636363636256
1554,STR,Aston Martin,17.0,17.0,Lapped,1.617999999999995,18.0,2025,Montréal,,,
1555,NOR,McLaren,7.0,18.0,Retired,0.7259999999999991,7.0,2025,Montréal,76.583,-0.1599999999999966,0.11223339444868782
1556,LAW,Racing Bulls,19.0,19.0,Retired,1.6260000000000048,19.0,2025,Montréal,77.641,0.3440000000000083,-0.5139000000000037
1557,ALB,Williams,9.0,20.0,Retired,1.0079999999999956,10.0,2025,Montréal,77.1785,-0.12050000000000693,-0.11298758566385174
1558,NOR,McLaren,1.0,1.0,Finished,0.0,1.0,2025,Spielberg,,,
1559,PIA,McLaren,3.0,2.0,Finished,0.5830000000000055,3.0,2025,Spielberg,,,
1560,LEC,Ferrari,2.0,3.0,Finished,0.5210000000000079,2.0,2025,Spielberg,,,
1561,HAM,Ferrari,4.0,4.0,Finished,0.6109999999999971,4.0,2025,Spielberg,,,
1562,RUS,Mercedes,5.0,5.0,Finished,0.7920000000000087,5.0,2025,Spielberg,,,
1563,LAW,Racing Bulls,6.0,6.0,Finished,0.9550000000000054,6.0,2025,Spielberg,,,
1564,ALO,Aston Martin,11.0,7.0,Lapped,1.1570000000000036,11.0,2025,Spielberg,,,
1565,BOR,Kick Sauber,8.0,8.0,Lapped,1.1610000000000085,8.0,2025,Spielberg,,,
1566,HUL,Kick Sauber,20.0,9.0,Lapped,1.634999999999998,20.0,2025,Spielberg,,,
1567,OCO,Haas F1 Team,17.0,10.0,Lapped,1.3930000000000078,17.0,2025,Spielberg,,,
1568,BEA,Haas F1 Team,15.0,11.0,Lapped,1.341000000000001,15.0,2025,Spielberg,,,
1569,HAD,Racing Bulls,13.0,12.0,Lapped,1.2550000000000026,13.0,2025,Spielberg,,,
1570,GAS,Alpine,10.0,13.0,Lapped,1.6780000000000044,10.0,2025,Spielberg,,,
1571,STR,Aston Martin,16.0,14.0,Lapped,1.357999999999997,16.0,2025,Spielberg,,,
1572,COL,Alpine,14.0,15.0,Lapped,1.3170000000000002,14.0,2025,Spielberg,,,
1573,TSU,Red Bull Racing,18.0,16.0,Lapped,1.3980000000000032,18.0,2025,Spielberg,,,
1574,ALB,Williams,12.0,17.0,Retired,1.2340000000000018,12.0,2025,Spielberg,,,
1575,VER,Red Bull Racing,7.0,18.0,Retired,0.9580000000000055,7.0,2025,Spielberg,,,
1576,ANT,Mercedes,9.0,19.0,Retired,1.3049999999999997,9.0,2025,Spielberg,,,
1577,SAI,Williams,19.0,20.0,Did not start,1.610999999999997,19.0,2025,Spielberg,,,
1578,NOR,McLaren,3.0,1.0,Finished,0.11800000000000921,3.0,2025,Silverstone,92.297,0.057999999999992724,-0.1476399999999979
1579,PIA,McLaren,2.0,2.0,Finished,0.10300000000000864,2.0,2025,Silverstone,92.239,-0.057999999999992724,0.21222619047619012
1580,HUL,Kick Sauber,19.0,3.0,Finished,1.6820000000000022,19.0,2025,Silverstone,93.245,-0.04800000000000182,1.5835225000000028
1581,HAM,Ferrari,5.0,4.0,Finished,0.20300000000000296,5.0,2025,Silverstone,92.161,0.05100000000000193,0.23190000000000183
1582,VER,Red Bull Racing,1.0,5.0,Finished,0.0,1.0,2025,Silverstone,91.945,-1.4930000000000092,2.8570666666666695
1583,GAS,Alpine,8.0,6.0,Finished,0.8930000000000007,10.0,2025,Silverstone,93.5195,-0.02049999999999841,8.328099999999997
1584,STR,Aston Martin,17.0,7.0,Finished,1.612000000000009,18.0,2025,Silverstone,92.982,-0.08799999999999386,4.764333333333335
1585,ALB,Williams,13.0,8.0,Finished,0.9969999999999999,14.0,2025,Silverstone,93.1735,-0.15800000000000125,1.7330734265734276
1586,ALO,Aston Martin,7.0,9.0,Finished,0.7289999999999992,9.0,2025,Silverstone,93.07,0.08799999999999386,4.510480348480348
1587,RUS,Mercedes,4.0,10.0,Finished,0.13700000000000045,4.0,2025,Silverstone,92.625,-0.031999999999996476,1.4636923076923085
1588,BEA,Haas F1 Team,18.0,11.0,Finished,0.5790000000000077,8.0,2025,Silverstone,92.694,-0.4830000000000041,-0.028428571428576115
1589,SAI,Williams,9.0,12.0,Finished,0.8539999999999992,11.0,2025,Silverstone,93.3315,0.15800000000000125,0.007145454545454455
1590,OCO,Haas F1 Team,14.0,13.0,Finished,1.058000000000007,15.0,2025,Silverstone,93.177,0.4830000000000041,0.8611785714285711
1591,LEC,Ferrari,6.0,14.0,Finished,0.2289999999999992,6.0,2025,Silverstone,92.11,-0.05100000000000193,0.11756363636363557
1592,TSU,Red Bull Racing,11.0,15.0,Lapped,0.9339999999999975,12.0,2025,Silverstone,93.438,1.4930000000000092,-2.2234142857142776
1593,ANT,Mercedes,10.0,16.0,Retired,0.4819999999999993,7.0,2025,Silverstone,92.657,0.031999999999996476,-0.15873852813852768
1594,HAD,Racing Bulls,12.0,17.0,Retired,0.9720000000000084,13.0,2025,Silverstone,93.453,0.02200000000000557,0.10340659340659336
1595,BOR,Kick Sauber,16.0,18.0,Retired,1.554000000000002,17.0,2025,Silverstone,93.293,0.04800000000000182,0.1803214285714286
1596,LAW,Racing Bulls,15.0,19.0,Retired,1.5480000000000018,16.0,2025,Silverstone,93.431,-0.02200000000000557,-1.0216168067226876
1597,COL,Alpine,20.0,20.0,Did not start,2.1680000000000064,20.0,2025,Silverstone,93.53999999999999,0.02049999999999841,0.20298951048951208
1598,PIA,McLaren,2.0,1.0,Finished,0.08500000000000796,2.0,2025,Spa-Francorchamps,,,
1599,NOR,McLaren,1.0,2.0,Finished,0.0,1.0,2025,Spa-Francorchamps,,,
1600,LEC,Ferrari,3.0,3.0,Finished,0.33800000000000807,3.0,2025,Spa-Francorchamps,,,
1601,VER,Red Bull Racing,4.0,4.0,Finished,0.3410000000000082,4.0,2025,Spa-Francorchamps,,,
1602,RUS,Mercedes,6.0,5.0,Finished,0.6980000000000075,6.0,2025,Spa-Francorchamps,,,
1603,ALB,Williams,5.0,6.0,Finished,0.6389999999999958,5.0,2025,Spa-Francorchamps,,,
1604,HAM,Ferrari,18.0,7.0,Finished,1.3769999999999953,16.0,2025,Spa-Francorchamps,,,
1605,LAW,Racing Bulls,9.0,8.0,Finished,0.7660000000000053,9.0,2025,Spa-Francorchamps,,,
1606,BOR,Kick Sauber,10.0,9.0,Finished,1.8250000000000028,10.0,2025,Spa-Francorchamps,,,
1607,GAS,Alpine,13.0,10.0,Finished,1.070999999999998,13.0,2025,Spa-Francorchamps,,,
1608,BEA,Haas F1 Team,12.0,11.0,Finished,1.0550000000000068,12.0,2025,Spa-Francorchamps,,,
1609,HUL,Kick Sauber,14.0,12.0,Finished,1.144999999999996,14.0,2025,Spa-Francorchamps,,,
1610,TSU,Red Bull Racing,7.0,13.0,Finished,0.7220000000000084,7.0,2025,Spa-Francorchamps,,,
1611,STR,Aston Martin,16.0,14.0,Finished,1.9399999999999977,20.0,2025,Spa-Francorchamps,,,
1612,OCO,Haas F1 Team,11.0,15.0,Finished,0.9630000000000081,11.0,2025,Spa-Francorchamps,,,
1613,ANT,Mercedes,19.0,16.0,Finished,1.5769999999999982,18.0,2025,Spa-Francorchamps,,,
1614,ALO,Aston Martin,20.0,17.0,Finished,1.8230000000000075,19.0,2025,Spa-Francorchamps,,,
1615,SAI,Williams,17.0,18.0,Finished,1.195999999999998,15.0,2025,Spa-Francorchamps,,,
1616,COL,Alpine,15.0,19.0,Finished,1.460000000000008,17.0,2025,Spa-Francorchamps,,,
1617,HAD,Racing Bulls,8.0,20.0,Lapped,0.7480000000000047,8.0,2025,Spa-Francorchamps,,,
1618,NOR,McLaren,3.0,1.0,Finished,0.04099999999999682,3.0,2025,Budapest,82.477,0.6380000000000052,-0.9592083333333243
1619,PIA,McLaren,2.0,2.0,Finished,0.02599999999999625,2.0,2025,Budapest,81.839,-0.6380000000000052,0.1303333333333338
1620,RUS,Mercedes,4.0,3.0,Finished,0.05299999999999727,4.0,2025,Budapest,82.003,-0.009000000000000341,0.2812142857142854
1621,LEC,Ferrari,1.0,4.0,Finished,0.0,1.0,2025,Budapest,82.0625,-0.17799999999999727,2.0423818181818167
1622,ALO,Aston Martin,5.0,5.0,Finished,0.10899999999999466,5.0,2025,Budapest,82.131,-0.9004999999999939,5.657371428571435
1623,BOR,Kick Sauber,7.0,6.0,Finished,0.35299999999999443,7.0,2025,Budapest,82.612,0.7349999999999994,0.6705297619047652
1624,STR,Aston Martin,6.0,7.0,Finished,0.12600000000000477,6.0,2025,Budapest,83.0315,0.9004999999999939,2.2231375000000053
1625,LAW,Racing Bulls,9.0,8.0,Finished,0.44899999999999807,9.0,2025,Budapest,82.596,-0.04099999999999682,1.434392857142858
